region_id,month,source,bias,rmse,n
R24,9,NASA,-1.3522,1.7953,120
R24,10,OM,-1.2504,2.479,124
R24,10,ERA5,-0.7027,2.768,124
R24,10,NASA,-1.0937,2.379,124
R24,11,OM,-0.255,2.8056,124
R24,11,ERA5,-0.5549,2.9246,124
R24,11,NASA,-1.635,3.2219,124
R24,12,OM,-0.515,2.0815,214
R24,12,ERA5,-1.1772,2.4958,214
R24,12,NASA,-2.6653,3.414,214
