datetime,region_id,era5_dewpoint_temperature_2m,era5_surface_pressure,era5_surface_solar_radiation_downwards,era5_temperature_2m,era5_total_precipitation,era5_u_component_of_wind_10m,era5_v_component_of_wind_10m,chirps_precipitation,region_nom,lat,lon,temperature_2m_C,dewpoint_temperature_2m_C,era5_precip_mm,era5_wind_speed_ms,era5_radiation_MJm2,era5_pressure_hPa
2018-02-01,R13,277.1372843242827,95255.46020507812,7587982.029761905,282.8776473317827,0.0014162424345449411,0.21892863937786647,0.14673610812141782,61.234357833862305,SUTA 503,32.51273,-6.572607,9.727647331782748,3.9872843242827116,1.4162424345449411,0.26355499343868316,7.587982029761905,952.5546020507812
2018-03-01,R13,280.7248208035705,95442.0588142641,8448848.156583397,286.14541816711426,0.0015314323063880127,1.1956702688688874,0.49963720255000615,64.53944396972656,SUTA 503,32.51273,-6.572607,12.99541816711428,7.574820803570503,1.5314323063880126,1.2958644705481333,8.448848156583397,954.420588142641
2018-04-01,R13,281.78439536624484,95221.52101236979,10215375.072222222,288.728085009257,0.0012844772831855898,1.0316608256763882,0.08111900488535563,84.32017993927002,SUTA 503,32.51273,-6.572607,15.578085009256995,8.63439536624486,1.2844772831855897,1.034845086082394,10.215375072222221,952.215210123698
2018-05-01,R13,283.8905258383802,95188.07590410786,11546226.930107526,290.5785004400438,0.0015944259010517137,0.6227779798610236,-0.3017338104145501,33.60723066329956,SUTA 503,32.51273,-6.572607,17.42850044004382,10.740525838380222,1.5944259010517137,0.692022907530568,11.546226930107526,951.8807590410786
2018-06-01,R13,285.0128085666233,95314.64331597222,13493381.944444444,296.4432174046834,2.9030627487822456e-05,1.1625175688001845,-0.83329971631368,5.491333961486816,SUTA 503,32.51273,-6.572607,23.293217404683446,11.8628085666233,0.029030627487822456,1.4303270657362084,13.493381944444444,953.1464331597222
2018-07-01,R13,285.1960038626066,95360.27294396842,14047357.806451613,302.0580252575618,1.9082780890711727e-05,1.3903444825962026,-0.7783969153640091,0.0,SUTA 503,32.51273,-6.572607,28.908025257561803,12.046003862606597,0.019082780890711727,1.5934112896970156,14.047357806451613,953.6027294396841
2018-08-01,R13,284.72761459760767,95184.08824764784,12981566.852150537,303.678160349528,6.13918656912728e-05,0.5955244905205184,-0.6015914383754936,3.0361967235330667,SUTA 503,32.51273,-6.572607,30.528160349528036,11.577614597607692,0.0613918656912728,0.846499661864326,12.981566852150538,951.8408824764784
2018-09-01,R13,285.46903372870554,95418.70895182292,10362501.631536886,299.0406610700819,0.0005162665087321254,0.18701573742760552,-0.32679589589436847,28.217435121536255,SUTA 503,32.51273,-6.572607,25.890661070081933,12.319033728705563,0.5162665087321253,0.3765241607373875,10.362501631536887,954.1870895182292
2018-10-01,R13,282.7601316513554,95300.71606182796,7741950.141482773,293.0192186909337,0.0015017087874268208,0.8938054448814803,0.20240658970289332,82.7360954284668,SUTA 503,32.51273,-6.572607,19.869218690933735,9.610131651355402,1.501708787426821,0.9164369050048871,7.741950141482773,953.0071606182796
2018-11-01,R13,282.12715076870387,95458.97818467882,6118234.497222222,286.85116125742593,0.0012368833205082493,0.133095121383667,0.10294869078530205,69.88791131973267,SUTA 503,32.51273,-6.572607,13.701161257425952,8.977150768703893,1.2368833205082492,0.16826391256160897,6.118234497222223,954.5897818467882
2018-12-01,R13,278.7059552387525,96137.21401944724,6322129.061827957,285.98829084827054,3.630684737223658e-05,-0.5475536815581783,-0.2078323197621171,19.901784117129864,SUTA 503,32.51273,-6.572607,12.83829084827056,5.555955238752517,0.036306847372236585,0.585669964506989,6.322129061827956,961.3721401944724
2019-01-01,R13,273.47699505795714,95894.44482946908,6324990.814516129,283.3186239632227,0.00018772044231033883,-0.014402549753906906,-0.07068878604519752,26.234580516815186,SUTA 503,32.51273,-6.572607,10.168623963222728,0.32699505795716277,0.18772044231033883,0.07214109724669757,6.324990814516129,958.9444482946908
2019-02-01,R13,272.607268288022,95922.77478027344,8504824.19642857,286.89974557785763,0.00016737663484916744,-0.1584412824539911,-0.29094659572555903,37.414252281188965,SUTA 503,32.51273,-6.572607,13.749745577857652,-0.5427317119779786,0.16737663484916743,0.33129075077634945,8.50482419642857,959.2277478027344
2019-03-01,R13,275.94905143655757,95565.01269006217,10084658.246556764,290.1524220333304,0.0006823226584201564,0.06803026635159728,-0.4433151022080452,49.84581756591797,SUTA 503,32.51273,-6.572607,17.002422033330447,2.7990514365575905,0.6823226584201564,0.44850462314852324,10.084658246556765,955.6501269006217
2019-04-01,R13,280.3681596755981,95212.62999674478,10980130.997222222,289.5910009384155,0.0009462986438167872,0.6294014612833659,-0.13963067531585693,46.67450675250802,SUTA 503,32.51273,-6.572607,16.441000938415527,7.2181596755981445,0.9462986438167873,0.6447037497601504,10.980130997222222,952.1262999674478
2019-05-01,R13,279.5490751163934,95097.6949187248,14291495.47311828,298.28408639149,0.0001639387787232188,0.24938339315434938,-1.0978984948127501,18.215688228607178,SUTA 503,32.51273,-6.572607,25.13408639149003,6.399075116393419,0.1639387787232188,1.1258655255816652,14.29149547311828,950.976949187248
2019-06-01,R13,282.3368312835693,95254.48044704861,14596537.544444444,298.2950982199775,3.375415009125366e-05,1.374087827735477,-1.0197441935539246,5.262253284454346,SUTA 503,32.51273,-6.572607,25.145098219977513,9.186831283569347,0.033754150091253654,1.7111386789555505,14.596537544444443,952.5448044704862
2019-07-01,R13,286.1692024764194,95188.54149865592,14145411.637096774,301.3031669944845,3.599998493734775e-05,1.5560825435064172,-0.7523925983777611,0.0,SUTA 503,32.51273,-6.572607,28.153166994484536,13.019202476419423,0.035999984937347754,1.7284349870038618,14.145411637096775,951.8854149865592
2019-08-01,R13,285.36535306130685,95256.4699470766,12701997.459677419,303.8244541127195,6.834400835322766e-05,0.918267616661646,-0.616578354630419,2.9926981925964355,SUTA 503,32.51273,-6.572607,30.674454112719502,12.215353061306871,0.06834400835322767,1.1060670337769833,12.701997459677418,952.5646994707661
2019-09-01,R13,283.5173539903429,95380.98778211806,11413064.55789354,299.95501130421957,0.00010677145244429001,0.8154256900151571,-0.4634737425380283,8.107643485069275,SUTA 503,32.51273,-6.572607,26.80501130421959,10.367353990342906,0.10677145244429001,0.9379376130419877,11.413064557893541,953.8098778211805
2019-10-01,R13,280.05202668712985,95520.43316847278,9128709.632864675,295.2933356787569,0.00025100973679286425,0.372256875038147,-0.5331499474022978,33.922176361083984,SUTA 503,32.51273,-6.572607,22.1433356787569,6.902026687129876,0.25100973679286426,0.650249219475302,9.128709632864675,955.2043316847278
2019-11-01,R13,279.94376294877793,95592.42427842882,6238412.927777777,287.9313175837199,0.0006793122236667799,0.363092663553026,-0.28060141536924577,39.25706383741584,SUTA 503,32.51273,-6.572607,14.781317583719897,6.793762948777953,0.6793122236667799,0.45888281361721855,6.238412927777778,955.9242427842883
2019-12-01,R13,279.07222167394497,95785.2184297295,5778538.849462366,285.35937487694525,0.0007568469865158605,-0.17501635705271074,0.037504778113416445,73.02255249023438,SUTA 503,32.51273,-6.572607,12.209374876945276,5.922221673944989,0.7568469865158605,0.1789897584146605,5.7785388494623655,957.852184297295
2020-01-01,R13,275.0994768245246,95739.18513734879,6560912.497311828,283.3609795519101,0.0003474429161430564,-0.2165685917741509,0.07378702138059882,32.04575729370117,SUTA 503,32.51273,-6.572607,10.2109795519101,1.949476824524595,0.3474429161430564,0.2287935302128532,6.560912497311827,957.3918513734878
2020-02-01,R13,274.3564890061302,95735.12625157148,8851655.137931034,289.1991531547459,1.0211607748155832e-05,-0.33391534597024153,-0.4107168597736578,12.6750009059906,SUTA 503,32.51273,-6.572607,16.04915315474591,1.206489006130198,0.010211607748155832,0.5293276841208672,8.851655137931035,957.3512625157148
2020-03-01,R13,277.5720776383595,95016.86215242776,9148915.584118545,288.7180235257713,0.0011185247397351,0.42361179731225457,-0.28369474667374805,62.00403690338135,SUTA 503,32.51273,-6.572607,15.56802352577131,4.422077638359497,1.1185247397351001,0.5098329766819725,9.148915584118544,950.1686215242776
2020-04-01,R13,281.8456498252021,94919.08855794271,10724808.747222222,290.5385546578301,0.0009342315078132213,1.0101093080308703,-0.2224580619070265,53.87451982498169,SUTA 503,32.51273,-6.572607,17.388554657830127,8.69564982520211,0.9342315078132213,1.0343154274581976,10.724808747222223,949.1908855794271
2020-05-01,R13,281.6925807665753,94961.10578377017,13452785.4327957,296.2565373451479,0.000529821544995941,0.8554331820498231,-0.1657321350548857,38.15028715133667,SUTA 503,32.51273,-6.572607,23.1065373451479,8.542580766575327,0.529821544995941,0.8713398128983529,13.4527854327957,949.6110578377017
2020-06-01,R13,284.13555261823865,95061.14889865452,14404065.327777777,298.48143293592665,3.0339375711902543e-05,1.50614535941018,-0.7147104448742336,6.738121226255316,SUTA 503,32.51273,-6.572607,25.33143293592667,10.985552618238671,0.030339375711902542,1.667118731130193,14.404065327777777,950.6114889865452
2020-07-01,R13,282.9696429262879,94827.2843109459,14013966.123655913,305.7502379468692,7.770915259305397e-05,0.8130286124444777,-0.565568479158545,0.2007084870710969,SUTA 503,32.51273,-6.572607,32.60023794686924,9.81964292628794,0.07770915259305397,0.990395491342273,14.013966123655914,948.272843109459
2020-08-01,R13,284.62352424539546,94838.49623550907,12987040.23924731,303.75625973363077,6.317785917207427e-05,0.7367390560847457,-1.0616673743853005,2.909810781478882,SUTA 503,32.51273,-6.572607,30.606259733630793,11.473524245395481,0.06317785917207427,1.2922546384497213,12.98704023924731,948.3849623550907
2020-09-01,R13,283.33813796573213,95023.49224717882,11313695.3763018,300.95261177486844,6.277325157896128e-05,0.8266693751017252,-0.6656155811415778,8.491262989700772,SUTA 503,32.51273,-6.572607,27.802611774868467,10.188137965732153,0.06277325157896128,1.0613323502039864,11.313695376301801,950.2349224717882
2020-10-01,R13,281.12353068526073,95227.02402553764,8967008.416429417,293.72086227581065,0.0009010822186834744,0.40966692919372233,-0.4865105011129892,33.30396428704262,SUTA 503,32.51273,-6.572607,20.57086227581067,7.973530685260755,0.9010822186834744,0.6360184435755194,8.967008416429417,952.2702402553764
2020-11-01,R13,279.0332295311822,95295.67067599826,6893460.441666666,289.71761048634846,0.0006690998385206371,-0.26352398925357395,-0.014462412728203668,37.27437210083008,SUTA 503,32.51273,-6.572607,16.567610486348485,5.883229531182224,0.669099838520637,0.26392054541857607,6.893460441666666,952.9567067599826
2020-12-01,R13,278.4938758521952,95330.85987378193,5667604.663978495,284.8444820322016,0.0005194208998969579,-0.07375447852637178,-0.00877390625656292,50.45514678955078,SUTA 503,32.51273,-6.572607,11.69448203220162,5.343875852195197,0.5194208998969578,0.07427452143027237,5.667604663978494,953.3085987378192
2021-01-01,R13,278.1105090110533,95402.21122626848,6035366.086021505,283.491819402223,0.001122241155168141,0.08056973898282616,0.22264906283347838,63.16212463378906,SUTA 503,32.51273,-6.572607,10.341819402222995,4.960509011053318,1.122241155168141,0.23677856326193666,6.035366086021505,954.0221122626848
2021-02-01,R13,279.06098438444593,95266.67611839657,7545757.803571428,286.1699470111302,0.0007487053863637772,0.17123945554097494,0.06984977637018476,57.45900249481201,SUTA 503,32.51273,-6.572607,13.019947011130228,5.910984384445953,0.7487053863637773,0.18493767164354144,7.545757803571428,952.6667611839657
2021-03-01,R13,277.57028532540926,95124.66423051075,9731584.817606566,287.34403341559954,0.0007540319599336914,-0.16751278215839016,-0.08086167868747506,75.46639347076416,SUTA 503,32.51273,-6.572607,14.194033415599563,4.4202853254092815,0.7540319599336914,0.18600844944948264,9.731584817606567,951.2466423051076
2021-04-01,R13,282.1275218963623,94766.21240234375,11316276.625,291.2199500189887,0.0007979804458848408,0.7210921353764004,-0.5981109857559204,33.26256561279297,SUTA 503,32.51273,-6.572607,18.06995001898872,8.977521896362305,0.7979804458848407,0.936862113111431,11.316276625,947.6621240234375
2021-05-01,R13,281.66504777887815,94925.75331821236,13112619.225806452,296.4947915231028,0.00013003186666391385,0.3112844574835993,-1.338299214199025,16.802135229110718,SUTA 503,32.51273,-6.572607,23.3447915231028,8.51504777887817,0.13003186666391386,1.374024308444573,13.112619225806453,949.2575331821236
2021-06-01,R13,283.4098707199097,94999.89986436632,13981963.794444444,298.54972574445935,1.621925755500205e-05,1.369291361172994,-0.8263765745692783,12.317572355270386,SUTA 503,32.51273,-6.572607,25.399725744459374,10.259870719909713,0.01621925755500205,1.5993301956693762,13.981963794444443,949.9989986436632
2021-07-01,R13,282.5167286985664,94905.18426054268,13985609.712365592,304.6950069960727,5.8455112543306484e-05,0.7930695779861943,-0.9612777245941982,0.0,SUTA 503,32.51273,-6.572607,31.545006996072743,9.366728698566419,0.05845511254330649,1.2461999114621216,13.985609712365592,949.0518426054268
2021-08-01,R13,285.2187638846777,94901.60569976478,13292826.311827958,302.32828936012845,1.9879506054862715e-05,1.030909272932237,-1.0655533280423892,0.0,SUTA 503,32.51273,-6.572607,29.178289360128474,12.068763884677708,0.019879506054862717,1.4826253147440474,13.292826311827957,949.0160569976479
2021-09-01,R13,284.319288359748,95041.27337239584,11048723.806090418,299.70072015126544,8.644098572699754e-05,0.8478558619817098,-0.59237971968121,7.685559511184692,SUTA 503,32.51273,-6.572607,26.550720151265466,11.169288359748009,0.08644098572699754,1.0342984554693762,11.048723806090418,950.4127337239584
2021-10-01,R13,278.85528517282137,95101.84758799564,9530764.351732152,296.2009831090127,8.37099967282369e-06,0.34910499921409033,-0.5611621436252389,19.0166277885437,SUTA 503,32.51273,-6.572607,23.050983109012748,5.705285172821391,0.00837099967282369,0.6608912557405667,9.530764351732152,951.0184758799564
2021-11-01,R13,275.86950895521375,95096.54190538195,6826610.438888889,287.0743238661024,0.000420111669220634,0.09583226574791802,-0.46194366481569077,30.32813835144043,SUTA 503,32.51273,-6.572607,13.92432386610244,2.719508955213769,0.42011166922063403,0.47177936858422587,6.826610438888888,950.9654190538195
2021-12-01,R13,277.3202575355448,95515.31087239583,5972144.190860215,285.72279029764155,0.0003309737486388101,-0.5296864791582989,-0.18234895762576853,41.778608322143555,SUTA 503,32.51273,-6.572607,12.572790297641575,4.170257535544806,0.33097374863881013,0.5601954199654968,5.972144190860215,955.1531087239583
2022-01-01,R13,272.73476389402987,95583.9761844758,6494066.897849462,285.4091002351494,5.0600984598089844e-05,-0.5943086083217334,-0.31952583533461376,26.71227502822876,SUTA 503,32.51273,-6.572607,12.259100235149447,-0.4152361059701093,0.05060098459808984,0.6747588320071092,6.494066897849462,955.8397618447581
2022-02-01,R13,273.74205532528106,95463.58303106399,8163128.616071428,288.3976327805292,0.0001293220182311314,-0.3487310338587988,-0.5274952664261773,21.340231895446777,SUTA 503,32.51273,-6.572607,15.247632780529216,0.5920553252810805,0.12932201823113137,0.6323484720296637,8.163128616071429,954.6358303106399
2022-03-01,R13,279.2160224504368,94917.80140603999,9050331.85777135,286.2184681841122,0.0013888037636754322,0.8111574995902276,0.1138004244014781,93.01795196533203,SUTA 503,32.51273,-6.572607,13.068468184112248,6.066022450436833,1.3888037636754322,0.8191013525415684,9.05033185777135,949.1780140603998
2022-04-01,R13,278.9981818305122,94806.27709960938,11681643.077777777,289.54731413523353,0.0004742877823162899,0.6016683406300015,-0.6840391159057617,44.46685838699341,SUTA 503,32.51273,-6.572607,16.397314135233557,5.848181830512203,0.47428778231628993,0.9109963250231011,11.681643077777776,948.0627709960937
